,Mission_Name,Organization,Organization_Type,Nation,Sat_Type,Launch_Year,Rocket,Orbit,Mission_Type,region,Year
593,Atlantis,University of Michigan,University,US,2U,07-31-16,TBD,ISS,Space Science,North America,2016
594,BeEagleSat,Istanbul Technical University,University,Turkey,2U,07-31-16,TBD,ISS,Space Science,Asia,2016
595,BUSAT-1,Beihang University,University,China,2U,07-31-16,TBD,ISS,Space Science,Asia,2016
596,"DragSail-CubeSat (Dragsat-CubeSat, Compass-2)",Aachen University of Applied Sciences,University,Germany,3U,07-31-16,TBD,ISS,Space Technology,Europe,2016
597,DELFFI-2 (DelFFi Delta),Delft University of Technology,University,Netherlands,3U,07-31-16,TBD,ISS,Space Technology,Europe,2016
598,DELFFI-1 (DelFFi Phi),Delft University of Technology,University,Netherlands,3U,07-31-16,TBD,ISS,Space Technology,Europe,2016
599,DUTHSat,Democritus University of Thrace,University,Greece,2U,07-31-16,TBD,ISS,Space Science,Europe,2016
600,EntrySat,ISAE Institut Supérieur de l'Aéronautique et de l'Espace,University,France,2U,07-31-16,TBD,ISS,Space Science,Europe,2016
601,"Ex-Alta 1 (AlbertaSat-1, Experimental Albertan #1)",University of Alberta,University,Canada,3U,07-31-16,TBD,ISS,Space Science,North America,2016
602,GamaSat,University of Porto,University,Portugal,3U,07-31-16,TBD,ISS,Space Science,Europe,2016
603,HavelSat,Istanbul Technical University,University,Turkey,2U,07-31-16,TBD,ISS,Space Science,Asia,2016
604,Hoopoe (Duchifat),Herzliya Science Centre,School,Israel,2U,07-31-16,TBD,ISS,Space Science,Asia,2016
605,i-INSPIRE II (Inspire 2),University of Sydney,University,Australia,2U,07-31-16,TBD,ISS,Space Science,Oceania,2016
606,CzechTechSat,Czech Technical University of Prague,University,Czech,1U,07-31-16,-0,not launched,Space Technology,Europe,2016
607,InflateSail,University of Surrey,University,UK,3U,07-31-16,TBD,ISS,Space Science,Europe,2016
608,LilacSat-1,Harbin Institute of Technology,University,China,2U,07-31-16,TBD,ISS,Space Science,Asia,2016
609,Link,Korea Advanced Institute of Science and Technology,Institute,South Korea,2U,07-31-16,TBD,ISS,Space Science,Asia,2016
610,LituanicaSAT-2,Innovative Engineering Projects,Company,Lithuania,3U,07-31-16,TBD,ISS,Space Science,Europe,2016
611,NJUST-1,Nanjing University of Science and Technology,University,China,2U,07-31-16,TBD,ISS,Space Science,Asia,2016
612,NUDTSat,National University of Defense Technology,University,China,2U,07-31-16,TBD,ISS,Space Science,Asia,2016
613,OGMS-SA (OutGassing Material Study by Spectroscopy Analysis),Paris-Est Créteil Val-de-Marne University,University,France,3U,07-31-16,TBD,ISS,Space Science,Europe,2016
614,Pegasus,University of Applied Sciences Wiener Neustadt,University,Austria,2U,07-31-16,TBD,ISS,Space Science,Europe,2016
615,PHOENIX,National Cheng Kung University,University,Taiwan,2U,07-31-16,TBD,ISS,Space Science,Asia,2016
616,AISat Nano (AISat-1N),UK Space Agency,Agency,UK,3U,08-31-16,-0,not launched,Space Activity,Europe,2016
617,MinXSS-2 (Miniature X-ray Solar Spectrometer CubeSat),University of Colorado at Boulder,University,US,3U,09-31-16,Minotaur-C,not launched,Space Science,North America,2016
618,"CPOD A (Cubesat Proximity Operations Demonstration, PONSFD-A, Proximity Operations Nano-Satellite Flight Demonstration)",Tyvak Nano-Satellite Systems,Company,US,3U,09-31-16,Minotaur-C,not launched,Space Technology,North America,2016
619,"CPOD B (Cubesat Proximity Operations Demonstration, PONSFD-B, Proximity Operations Nano-Satellite Flight Demonstration)",Tyvak Nano-Satellite Systems,Company,US,3U,09-31-16,Minotaur-C,not launched,Space Technology,North America,2016
620,Dellingr,NASA Goddard Space Flight Center,Agency,US,6U,09-31-16,-0,ISS,Space Technology,North America,2016
621,EagleSat,"Embry-Riddle Aeronautical University, Prescott AZ",University,US,1U,11-15-16,Delta II,not launched,Space Technology,North America,2016
622,RadFxSat (Fox-1B),Vanderbilt University and The Radio Amateur Satellite Corporation.,University,US,1U,11-15-16,Delta II,not launched,Space Technology,North America,2016
623,MiRaTA (Microwave Radiometer Technology Acceleration),Massachusetts Institute Of Technology,University,US,3U,11-15-16,Delta II,not launched,Space Technology,North America,2016
624,GE1: Golden Eagle 1 (GoldenEagle-1),Marquette University,University,US,1U,11-15-16,Delta II,not launched,Space Technology,North America,2016
625,Hera-9,Hera Systems,Company,US,12U,12-31-16,not launched,not launched,Space Activity,North America,2016
626,Prometheus Block 2 - 4,Los Alamos National Laboratory,Military,US,1.5U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
627,Outernet Demo 1,Outernet,Company,US,1U,12-31-16,-0,-0,Space Activity,North America,2016
628,STF-1 (Simulation To Flight 1),West Virginia University,University,US,3U,12-31-16,-0,not launched,Space Technology,North America,2016
629,MicroMAS-2 B,Massachusetts Institute of Technology,University,US,3U,12-31-16,not launched,not launched,Space Technology,North America,2016
630,MarCO 2 (Mars Cube One),NASA,Agency,US,6U,12-31-16,Atlas V,"Mars, deep space",Space Technology,North America,2016
631,Prometheus Block 2 - 5,Los Alamos National Laboratory,Military,US,1.5U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
632,Hera-8,Hera Systems,Company,US,12U,12-31-16,not launched,not launched,Space Activity,North America,2016
633,Prometheus Block 2 - 6,Los Alamos National Laboratory,Military,US,1.5U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
634,Hera-7,Hera Systems,Company,US,12U,12-31-16,not launched,not launched,Space Activity,North America,2016
635,Prometheus Block 2 - 7,Los Alamos National Laboratory,Military,US,1.5U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
636,Outernet Demo 2,Outernet,Company,US,1U,12-31-16,-0,-0,Space Activity,North America,2016
637,Prometheus Block 2 - 8,Los Alamos National Laboratory,Military,US,1.5U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
638,Hera-6,Hera Systems,Company,US,12U,12-31-16,not launched,not launched,Space Activity,North America,2016
639,Outernet Demo 3,Outernet,Company,US,1U,12-31-16,-0,-0,Space Activity,North America,2016
640,"UoS3 (Project BLAST, University of Southampton Small Satellite)",University of Southampton,University,UK,1U,12-31-16,not launched,ISS,Space Technology,Europe,2016
641,Reaktor Hello World,Reaktor Space Lab,Company,Finland,2U,12-31-16,not launched,not launched,Space Activity,Europe,2016
642,TechEdSat-5,NASA Ames Research Center,Agency,US,3U,12-31-16,TBD,ISS,Space Technology,North America,2016
643,SHARC,Air Force Research Laboratory,Military,US,5U,12-31-16,TBD,ISS,Space Technology,North America,2016
644,UWE-4,University of Würzburg,University,Germany,1U,12-31-16,TBD,not launched,Space Technology,Europe,2016
645,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
646,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
647,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
648,Weebill,KoncarX,Company,US,1U,12-31-16,not launched,not launched,Space Activity,North America,2016
649,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
650,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
651,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
652,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
653,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
654,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
655,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
656,VPM (Very low frequency Particle Mapper),Air Force Research Laboratory (AFRL),Military,US,6U,12-31-16,not launched,-0,Space Technology,North America,2016
657,Prometheus Block 2 - 9,Los Alamos National Laboratory,Military,US,1.5U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
658,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
659,Lemur-2,Spire,Company,US,3U,12-31-16,TBD,not launched,Space Activity,North America,2016
660,PISat (PESIT Imaging Satellite),PES Institute of Technology,University,India,5.3 kg,12-31-16,PSLV,not launched,Space Activity,Asia,2016
661,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
662,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
663,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
664,Prometheus Block 2 - 10,Los Alamos National Laboratory,Military,US,1.5U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
665,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
666,Lemur-2,Spire,Company,US,3U,12-31-16,TBD,not launched,Space Activity,North America,2016
667,Pratham,Indian Institute of Technology Bombay,University,India,10 kg,12-31-16,PSLV,not launched,Space Technology,Asia,2016
668,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
669,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
670,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
671,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
672,Lemur-2,Spire,Company,US,3U,12-31-16,TBD,not launched,Space Activity,North America,2016
673,Rascal A,Saint Louis University,University,US,3U,12-31-16,-0,not launched,Space Technology,North America,2016
674,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
675,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
676,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
677,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
678,Lemur-2,Spire,Company,US,3U,12-31-16,TBD,not launched,Space Activity,North America,2016
679,Rascal B,Saint Louis University,University,US,3U,12-31-16,-0,not launched,Space Technology,North America,2016
680,AISSat-3,University of Toronto,University,Norway,7 kg,12-31-16,Sojuz-2 1b,not launched,Space Activity,Europe,2016
681,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
682,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
683,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
684,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
685,Lemur-2,Spire,Company,US,3U,12-31-16,TBD,not launched,Space Activity,North America,2016
686,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
687,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
688,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
689,Lemur-2,Spire,Company,US,3U,12-31-16,TBD,not launched,Space Activity,North America,2016
690,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
691,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
692,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
693,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
694,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
695,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
696,Landmapper-BC 1 (previously Perseus-O),Aquila Space (previously Canopus?),Company,US,6U,12-31-16,Sojuz,not launched,Space Activity,North America,2016
697,CEPHEUS,Test in Space / Solar MEMS,Company,Spain,3U,12-31-16,-0,"600 km, SSO",Space Technology,Europe,2016
698,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
699,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
700,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
701,STARS-C MS (STARS-III Mother Satellite),Shizuoka University,University,Japan,2U,12-31-16,H-2B,not launched,Space Technology,Asia,2016
702,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
703,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
704,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
705,Lemur-2,Spire,Company,US,3U,12-31-16,TBD,not launched,Space Activity,North America,2016
706,DOSS (Differential Optical Shadow Sensor CubeSat),University of Florida,University,US,3U,12-31-16,-0,not launched,Space Technology,North America,2016
707,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
708,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
709,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
710,XS-Sat,Sonoma State University,University,US,1U,12-31-16,TBD,ISS,Space Science,North America,2016
711,Lemur-2,Spire,Company,US,3U,12-31-16,TBD,not launched,Space Activity,North America,2016
712,Arduiqube,Amateur group,Independent,Argentina,PocketQube 1p,12-31-16,Dnepr,not launched,Space Technology,South America,2016
713,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
714,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
715,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
716,Lemur-2,Spire,Company,US,3U,12-31-16,TBD,not launched,Space Activity,North America,2016
717,Armadillo (Attitude Related Maneuvers And Debris Instrument in Low (L) Orbit),University of Texas,University,US,3U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
718,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
719,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
720,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
721,Lemur-2,Spire,Company,US,3U,12-31-16,TBD,not launched,Space Activity,North America,2016
722,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
723,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
724,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
725,EGG,University of Tokyo,University,Japan,3U,12-31-16,H-2B,not launched,Space Technology,Asia,2016
726,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
727,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
728,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
729,Tancredo 1,Presidente Tancredo de Almeida Neves,School,Brazil,TubeSat,12-31-16,TuPOD,ISS,Space Activity,South America,2016
730,ESCAPE (Earth Science CubeSat for Advanced Payload Experiments),NASA Goddard Space Flight Center,Agency,US,3U,12-31-16,-0,not launched,Space Technology,North America,2016
731,Buccaneer Risk Mitigation,Australian Defence Science and Technology Organisation,Military,Australia,3U,12-31-16,-0,-0,Space Technology,Oceania,2016
732,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
733,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
734,TuPOD,Morehead State University,University,US,3U,12-31-16,ISS,ISS,Space Activity,North America,2016
735,FalconSAT-7,Air Force Academy,University,US,3U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
736,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
737,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
738,R2S,University of North Dakota,University,US,1U,12-31-16,TBD,TBD,Space Technology,North America,2016
739,PNSS-1 (Pakistan National Student Satellite),"SUPARCO (Pakistan Space & Upper Atmoshpere Research Comission, Space Agency of Pakistan",Agency,Pakistan,3U,12-31-16,-0,-0,Space Technology,Asia,2016
740,FREEDOM,Tohoku University,University,Japan,1U,12-31-16,H-2B,not launched,Space Technology,Asia,2016
741,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
742,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
743,ITF-2,University of Tsukuba,University,Japan,1U,12-31-16,H-2B,not launched,Space Technology,Asia,2016
744,CAPE - MIRCA2 (Cubesat Application for Planetary Entry Missions - Micro Return Capsule 2),NASA Goddard Space Flight Center,Agency,US,3U,12-31-16,-0,not launched,Space Technology,North America,2016
745,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
746,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
747,LAICE (Lower Atmosphere/Ionosphere Coupling Experiment),University of Illinois at Urbana-Champaign,University,US,6U,12-31-16,-0,not launched,Space Science,North America,2016
748,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
749,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
750,Ulises 1,National Polytechnic Institute,University,Mexico,TubeSat,12-31-16,TuPOD,not launched,Space Activity,North America,2016
751,LightSail-B,The Planetary Society,Non-profit,US,3U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
752,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
753,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
754,Shields-1,NASA Langley Research Center,Agency,US,3U,12-31-16,-0,-0,Space Technology,North America,2016
755,SporeSat2,NASA Ames,University,US,3U,12-31-16,not launched,ISS,Space Science,North America,2016
756,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
757,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
758,Quest-1,Valle Christian High School,School,US,1U,12-31-16,Falcon 9,ISS,Space Technology,North America,2016
759,NanoDragon,Vietnam National Satellite Center,Institute,Vietnam,10 kg,12-31-16,-0,not launched,-0,Asia,2016
760,SME-SAT (SMESAT),University of Surrey,University,UK,3U,12-31-16,-0,not launched,Space Technology,Europe,2016
761,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
762,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
763,UWE-5,University of Würzburg,University,Germany,1U,12-31-16,-0,not launched,Space Technology,Europe,2016
764,NUTS (NTNU Test Satellite),Norwegian University of Science and Technology,University,Norway,2U,12-31-16,-0,not launched,Space Technology,Europe,2016
765,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
766,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
767,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
768,Aalto-1,Aalto University,University,Finland,3U,12-31-16,"Falcon 9, SHERPA",not launched,Space Technology,Europe,2016
769,OSIRIS-3U (Orbital Satellite for Investigating the Response of the Ionosphere to Stimulation and Space Weather),The Pennsylvania State University,University,US,3U,12-31-16,-0,not launched,Space Science,North America,2016
770,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
771,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
772,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
773,DOTS-X (NanoTug),Deep Space Industries (DSI),Company,US,3U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
774,PAISIUS,BOREAS Space (Bulgarian Orbital REsearch and Satellites),Company,Bulgaria,4U,12-31-16,-0,not launched,Space Technology,Europe,2016
775,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
776,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
777,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
778,Parikshit,Manipal Institute of Technology,University,India,2U,12-31-16,-0,not launched,Space Technology,Asia,2016
779,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
780,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
781,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
782,PolarCube,University of Colorado at Boulder,University,US,3U,12-31-16,-0,not launched,Space Technology,North America,2016
783,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
784,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
785,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
786,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
787,SEAM (Small Explorer for Advanced Missions),Royal Institute of Technology,University,Sweden,3U,12-31-16,Sojuz-2 1b,not launched,Space Technology,Europe,2016
788,BMSTU-Sail,Bauman Moscow State Technical University,University,Russia,1U,12-31-16,not launched,ISS,Space Technology,Asia,2016
789,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
790,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
791,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
792,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
793,"CP9 (LEO, Launch Environment Observer)",California Polytechnic State University,University,US,2U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
794,Stangsat,Merritt Island High School,School,US,1U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
795,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
796,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
797,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
798,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
799,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
800,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
801,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
802,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
803,RadSat,Montana State University,University,US,2U,12-31-16,not launched,ISS,Space Technology,North America,2016
804,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
805,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
806,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
807,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
808,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
809,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
810,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
811,qbee,Luleå Tekniska Universitet (LTU),University,Sweden,2U,12-31-16,TBD,ISS,Space Science,Europe,2016
812,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
813,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
814,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
815,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
816,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
817,STARS-C DS (STARS-III Daughter Satellite),Shizuoka University,University,Japan,1U,12-31-16,H-2B,not launched,Space Technology,Asia,2016
818,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
819,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
820,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
821,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
822,CanX-7,University of Toronto Institute for Aerospace Studies,University,Canada,2U,12-31-16,-0,not launched,Space Technology,North America,2016
823,Waseda-Sat3,Waseda University,University,Japan,1U,12-31-16,H-2B,not launched,Space Technology,Asia,2016
824,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
825,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
826,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
827,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
828,RANGE-A (Ranging And Nanosatellite Guidance Experiment),Georgia Tech,University,US,1.5U,12-31-16,not launched,not launched,Space Technology,North America,2016
829,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
830,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
831,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
832,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
833,Flock-2c xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
834,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
835,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
836,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
837,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
838,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
